"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"12781",426,"report","X",3,"no","current","fast","temporal",0.32,"speed","no","fast current report"
"12793",426,"area","X",15,"no","thin","young","dimension",0.46,"age","no","young thin area"
"12794",426,"coverage","X",16,"no","speedy","lacy","speed",0.49,"physical","no","lacy speedy coverage"
"12798",426,"color","X",20,"no","mixed","English","X",0.21,"nationality","no","English mixed color"
"12799",426,"driveway","X",21,"no","international","blue","nationality",0.76,"color","no","blue international driveway"
"12801",426,"offender","X",23,"no","historical","fast","temporal",0.91,"speed","no","fast historical offender"
"12803",426,"day","X",25,"no","creamy","young","physical",0.2,"age","no","young creamy day"
"12805",426,"perspective","X",27,"no","plain","thick","value",0.71,"dimension","no","thick plain perspective"
"12807",426,"city","X",29,"no","slow","thin","speed",0.24,"dimension","no","thin slow city"
"12811",427,"trash","X",3,"no","speedy","creative","speed",1,"human","no","creative speedy trash"
"12814",427,"shot","X",6,"no","thin","junior","dimension",0,"age","no","junior thin shot"
"12816",427,"valley","X",8,"no","favorite","strict","value",0,"human","no","strict favorite valley"
"12820",427,"vacation","X",12,"no","slow","corduroy","speed",0,"material","no","corduroy slow vacation"
"12825",427,"autobiography","X",17,"no","sweet","selfish","physical",1,"human","no","selfish sweet autobiography"
"12834",427,"food","X",26,"no","solid","thin","physical",1,"dimension","no","thin solid food"
"12837",427,"ride","X",29,"no","lacy","thin","physical",0,"dimension","no","thin lacy ride"
"12838",427,"opinion","X",30,"no","creamy","long","physical",0,"dimension","no","long creamy opinion"
"12844",428,"ride","X",6,"no","potential","corduroy","X",0.27,"material","no","corduroy potential ride"
"12845",428,"feeling","X",7,"no","designated","corduroy","X",0.34,"material","no","corduroy designated feeling"
"12847",428,"tax","X",9,"no","closest","purple","location",0.25,"color","no","purple closest tax"
"12851",428,"ride","X",13,"no","creamy","blonde","physical",0.43,"color","no","blonde creamy ride"
"12859",428,"issue","X",21,"no","overhead","green","location",0.81,"color","no","green overhead issue"
"12866",428,"day","X",28,"no","smooth","Hispanic","physical",0.17,"nationality","no","Hispanic smooth day"
"12869",428,"driveway","X",31,"no","crocheted","yellow","material",0.87,"color","no","yellow crocheted driveway"
"12870",428,"conversation","X",32,"no","speedy","long","speed",0.86,"dimension","no","long speedy conversation"
"12875",429,"recipe","X",7,"no","spicy","narrow","physical",0.28,"dimension","no","narrow spicy recipe"
"12879",429,"day","X",11,"no","token","large","X",0.82,"dimension","no","large token day"
"12882",429,"dough","X",14,"no","creamy","national","physical",0.79,"nationality","no","national creamy dough"
"12902",430,"bin","X",4,"no","pleasant","daily","value",0,"temporal","no","daily pleasant bin"
"12916",430,"sense","X",18,"no","thin","yellow","dimension",0.01,"color","no","yellow thin sense"
"12931",431,"sound","X",3,"no","biggest","blonde","dimension",0.3,"color","no","blonde biggest sound"
"12932",431,"money","X",4,"no","pleasant","current","value",0.75,"temporal","no","current pleasant money"
"12961",432,"citizen","X",3,"no","plain","international","value",0.25,"nationality","no","international plain citizen"
"12965",432,"world","X",7,"no","token","current","X",0.18,"temporal","no","current token world"
"12972",432,"system","X",14,"no","lacy","wooden","physical",0.21,"material","no","wooden lacy system"
"12996",433,"plate","X",8,"no","Hispanic","sad","nationality",0.44,"human","no","sad Hispanic plate"
"12999",433,"house","X",11,"no","sad","blonde","human",0.49,"color","no","blonde sad house"
"13003",433,"hair","X",15,"no","smooth","selfish","physical",0.44,"human","no","selfish smooth hair"
"13005",433,"music","X",17,"no","strange","yellow","value",0.48,"color","no","yellow strange music"
"13015",433,"list","X",27,"no","pleasant","young","value",0.46,"age","no","young pleasant list"
"13018",433,"list","X",30,"no","different","crocheted","X",0.5,"material","no","crocheted different list"
"13055",435,"actor","X",7,"no","last","long","X",0.51,"dimension","no","long last actor"
"13062",435,"bin","X",14,"no","different","closest","X",0.69,"location","no","closest different bin"
"13067",435,"place","X",19,"no","potential","square","X",0.21,"shape","no","square potential place"
"13073",435,"mouth","X",25,"no","square","blonde","shape",0.52,"color","no","blonde square mouth"
"13078",435,"problem","X",30,"no","closest","thick","location",0.28,"dimension","no","thick closest problem"
"13112",437,"feeling","X",4,"no","square","mini","shape",0.99,"dimension","no","mini square feeling"
"13116",437,"nation","X",8,"no","square","international","shape",1,"nationality","no","international square nation"
"13118",437,"luck","X",10,"no","plain","corduroy","value",0.01,"material","no","corduroy plain luck"
"13131",437,"strip","X",23,"no","pleasant","solid","value",1,"physical","no","solid pleasant strip"
"13132",437,"trash","X",24,"no","prestigious","speedy","value",0.96,"speed","no","speedy prestigious trash"
"13135",437,"leadership","X",27,"no","square","long","shape",0.98,"dimension","no","long square leadership"
"13136",437,"reinforcement","X",28,"no","potential","creamy","X",0.97,"physical","no","creamy potential reinforcement"
"13137",437,"banking","X",29,"no","fast","wooden","speed",0.01,"material","no","wooden fast banking"
"13138",437,"death","X",30,"no","civilized","junior","human",0.99,"age","no","junior civilized death"
"13139",437,"autobiography","X",31,"no","current","creamy","temporal",0.04,"physical","no","creamy current autobiography"
"13202",440,"burden","X",4,"no","sad","green","human",0.78,"color","no","green sad burden"
"13214",440,"reason","X",16,"no","thick","blue","dimension",0.2,"color","no","blue thick reason"
"13226",440,"sauce","X",28,"no","exciting","slow","value",0.19,"speed","no","slow exciting sauce"
"13323",444,"conscience","X",5,"no","Brazilian","thin","nationality",0.52,"dimension","no","thin Brazilian conscience"
"13332",444,"line","X",14,"no","current","long","temporal",0.47,"dimension","no","long current line"
"13337",444,"decision","X",19,"no","smooth","open","physical",0.21,"dimension","no","open smooth decision"
"13338",444,"line","X",20,"no","historical","thick","temporal",0.33,"dimension","no","thick historical line"
"13348",444,"town","X",30,"no","exciting","sweet","value",0.54,"physical","no","sweet exciting town"
"13364",445,"computer","X",16,"no","historical","crocheted","temporal",0.95,"material","no","crocheted historical computer"
"13365",445,"vacation","X",17,"no","speedy","entrepreneurial","speed",0.01,"human","no","entrepreneurial speedy vacation"
"13370",445,"term","X",22,"no","open","senior","dimension",0.04,"age","no","senior open term"
"13373",445,"decision","X",25,"no","current","blonde","temporal",0.03,"color","no","blonde current decision"
"13374",445,"wind","X",26,"no","speedy","crocheted","speed",0.02,"material","no","crocheted speedy wind"
"13375",445,"vitamin","X",27,"no","blonde","old","color",0.99,"age","no","old blonde vitamin"
"13376",445,"color","X",28,"no","smooth","Vietnamese","physical",0.03,"nationality","no","Vietnamese smooth color"
"13434",447,"enemy","X",26,"no","wooden","blonde","material",0.38,"color","no","blonde wooden enemy"
"13443",448,"hair","X",5,"no","daily","overhead","temporal",0.01,"location","no","overhead daily hair"
"13444",448,"country","X",6,"no","Vietnamese","internal","nationality",0.98,"location","no","internal Vietnamese country"
"13445",448,"background","X",7,"no","exciting","strict","value",0.98,"human","no","strict exciting background"
"13452",448,"rate","X",14,"no","long","old","dimension",0.98,"age","no","old long rate"
"13453",448,"boat","X",15,"no","crocheted","overhead","material",0.98,"location","no","overhead crocheted boat"
"13454",448,"trunk","X",16,"no","national","sad","nationality",0.96,"human","no","sad national trunk"
"13457",448,"letter","X",19,"no","favorite","everyday","value",0.97,"temporal","no","everyday favorite letter"
"13459",448,"nation","X",21,"no","lavish","lacy","value",0.99,"physical","no","lacy lavish nation"
"13461",448,"paper","X",23,"no","curly","blonde","physical",0.98,"color","no","blonde curly paper"
"13463",448,"word","X",25,"no","playful","white","human",0.01,"color","no","white playful word"
"13464",448,"problem","X",26,"no","mixed","mini","X",0.01,"dimension","no","mini mixed problem"
"13467",448,"money","X",29,"no","selfish","blue","human",0.01,"color","no","blue selfish money"
"13469",448,"ski","X",31,"no","curly","young","physical",0.03,"age","no","young curly ski"
"13470",448,"labrador","X",32,"no","selfish","open","human",0.01,"dimension","no","open selfish labrador"
"13471",449,"time","X",3,"no","English","young","nationality",1,"age","no","young English time"
"13493",449,"word","X",25,"no","prestigious","overhead","value",0.76,"location","no","overhead prestigious word"
"13507",450,"luck","X",9,"no","unique","lacy","X",0.58,"physical","no","lacy unique luck"
"13508",450,"reinforcement","X",10,"no","lacy","national","physical",0.15,"nationality","no","national lacy reinforcement"
"13521",450,"conversation","X",23,"no","square","crocheted","shape",0.28,"material","no","crocheted square conversation"
"13528",450,"reason","X",30,"no","thin","junior","dimension",0.05,"age","no","junior thin reason"
"13533",451,"form","X",5,"no","prestigious","sweet","value",0.5,"physical","no","sweet prestigious form"
"13535",451,"teller","X",7,"no","potential","sweet","X",0.5,"physical","no","sweet potential teller"
"13538",451,"weather","X",10,"no","historical","smooth","temporal",0.49,"physical","no","smooth historical weather"
"13540",451,"baby","X",12,"no","square","long","shape",0.6,"dimension","no","long square baby"
"13541",451,"music","X",13,"no","different","favorite","X",0.61,"value","no","favorite different music"
"13543",451,"background","X",15,"no","potential","Japanese","X",0.53,"nationality","no","Japanese potential background"
"13546",451,"luck","X",18,"no","plain","thin","value",0.48,"dimension","no","thin plain luck"
"13549",451,"sand","X",21,"no","internal","long","location",0.48,"dimension","no","long internal sand"
"13550",451,"corporation","X",22,"no","professional","blue","human",0.37,"color","no","blue professional corporation"
"13573",452,"region","X",15,"no","lacy","creative","physical",0.52,"human","no","creative lacy region"
"13603",453,"luck","X",15,"no","current","biggest","temporal",0.5,"dimension","no","biggest current luck"
"13615",453,"can","X",27,"no","fast","overhead","speed",0.11,"location","no","overhead fast can"
"13618",453,"leadership","X",30,"no","long","purple","dimension",0.08,"color","no","purple long leadership"
"13623",454,"truth","X",5,"no","wooden","yellow","material",0.77,"color","no","yellow wooden truth"
"13636",454,"trash","X",18,"no","strict","junior","human",0.25,"age","no","junior strict trash"
"13653",455,"boat","X",5,"no","individual","playful","X",0.5,"human","no","playful individual boat"
"13657",455,"dog","X",9,"no","token","narrow","X",0.48,"dimension","no","narrow token dog"
"13670",455,"paper","X",22,"no","open","red","dimension",0.52,"color","no","red open paper"
"13681",456,"resort","X",3,"no","favorite","slow","value",0.53,"speed","no","slow favorite resort"
"13690",456,"child","X",12,"no","green","senior","color",0.55,"age","no","senior green child"
"13697",456,"labrador","X",19,"no","international","old-time","nationality",0.57,"age","no","old-time international labrador"
"13699",456,"room","X",21,"no","pleasant","curly","value",0.52,"physical","no","curly pleasant room"
"13700",456,"sound","X",22,"no","square","thick","shape",0.56,"dimension","no","thick square sound"
"13701",456,"benefit","X",23,"no","smooth","civilized","physical",0.48,"human","no","civilized smooth benefit"
"13711",457,"opinion","X",3,"no","sad","mini","human",0.49,"dimension","no","mini sad opinion"
"13744",458,"food","X",6,"no","slow","Vietnamese","speed",0.26,"nationality","no","Vietnamese slow food"
"13746",458,"casserole","X",8,"no","internal","sad","location",0.93,"human","no","sad internal casserole"
"13757",458,"story","X",19,"no","spicy","corduroy","physical",0.12,"material","no","corduroy spicy story"
"13771",459,"being","X",3,"no","exciting","thick","value",0.67,"dimension","no","thick exciting being"
"13789",459,"opinion","X",21,"no","strange","crocheted","value",0.06,"material","no","crocheted strange opinion"
"13791",459,"libertarian","X",23,"no","daily","creamy","temporal",0.98,"physical","no","creamy daily libertarian"
"13831",461,"sound","X",3,"no","potential","old-time","X",0.5,"age","no","old-time potential sound"
"13832",461,"satire","X",4,"no","narrow","old-time","dimension",0.48,"age","no","old-time narrow satire"
